C:\Users\avhadsa\Desktop\IMG\center_2017_03_16_22_54_51_179.jpg,C:\Users\avhadsa\Desktop\IMG\left_2017_03_16_22_54_51_179.jpg,C:\Users\avhadsa\Desktop\IMG\right_2017_03_16_22_54_51_179.jpg,0,0,0,2.06E-05
C:\Users\avhadsa\Desktop\IMG\center_2017_03_16_22_54_51_253.jpg,C:\Users\avhadsa\Desktop\IMG\left_2017_03_16_22_54_51_253.jpg,C:\Users\avhadsa\Desktop\IMG\right_2017_03_16_22_54_51_253.jpg,0,0,0,4.41E-05
C:\Users\avhadsa\Desktop\IMG\center_2017_03_16_22_54_51_320.jpg,C:\Users\avhadsa\Desktop\IMG\left_2017_03_16_22_54_51_320.jpg,C:\Users\avhadsa\Desktop\IMG\right_2017_03_16_22_54_51_320.jpg,0,0,0,6.47E-05
C:\Users\avhadsa\Desktop\IMG\center_2017_03_16_22_54_51_392.jpg,C:\Users\avhadsa\Desktop\IMG\left_2017_03_16_22_54_51_392.jpg,C:\Users\avhadsa\Desktop\IMG\right_2017_03_16_22_54_51_392.jpg,0,0,0,7.70E-05
C:\Users\avhadsa\Desktop\IMG\center_2017_03_16_22_54_51_460.jpg,C:\Users\avhadsa\Desktop\IMG\left_2017_03_16_22_54_51_460.jpg,C:\Users\avhadsa\Desktop\IMG\right_2017_03_16_22_54_51_460.jpg,0,0.03067395,0,0.04150801
C:\Users\avhadsa\Desktop\IMG\center_2017_03_16_22_54_51_528.jpg,C:\Users\avhadsa\Desktop\IMG\left_2017_03_16_22_54_51_528.jpg,C:\Users\avhadsa\Desktop\IMG\right_2017_03_16_22_54_51_528.jpg,0,0.2627239,0,0.1758476
C:\Users\avhadsa\Desktop\IMG\center_2017_03_16_22_54_51_607.jpg,C:\Users\avhadsa\Desktop\IMG\left_2017_03_16_22_54_51_607.jpg,C:\Users\avhadsa\Desktop\IMG\right_2017_03_16_22_54_51_607.jpg,0,0.498138,0,0.4722676
C:\Users\avhadsa\Desktop\IMG\center_2017_03_16_22_54_51_681.jpg,C:\Users\avhadsa\Desktop\IMG\left_2017_03_16_22_54_51_681.jpg,C:\Users\avhadsa\Desktop\IMG\right_2017_03_16_22_54_51_681.jpg,0,0.7202266,0,1.019523
C:\Users\avhadsa\Desktop\IMG\center_2017_03_16_22_54_51_751.jpg,C:\Users\avhadsa\Desktop\IMG\left_2017_03_16_22_54_51_751.jpg,C:\Users\avhadsa\Desktop\IMG\right_2017_03_16_22_54_51_751.jpg,0,0.9278276,0,1.820715
C:\Users\avhadsa\Desktop\IMG\center_2017_03_16_22_54_51_820.jpg,C:\Users\avhadsa\Desktop\IMG\left_2017_03_16_22_54_51_820.jpg,C:\Users\avhadsa\Desktop\IMG\right_2017_03_16_22_54_51_820.jpg,0,1,0,2.537865
C:\Users\avhadsa\Desktop\IMG\center_2017_03_16_22_54_51_887.jpg,C:\Users\avhadsa\Desktop\IMG\left_2017_03_16_22_54_51_887.jpg,C:\Users\avhadsa\Desktop\IMG\right_2017_03_16_22_54_51_887.jpg,0,1,0,3.240371
C:\Users\avhadsa\Desktop\IMG\center_2017_03_16_22_54_51_958.jpg,C:\Users\avhadsa\Desktop\IMG\left_2017_03_16_22_54_51_958.jpg,C:\Users\avhadsa\Desktop\IMG\right_2017_03_16_22_54_51_958.jpg,0,1,0,4.179355
C:\Users\avhadsa\Desktop\IMG\center_2017_03_16_22_54_52_028.jpg,C:\Users\avhadsa\Desktop\IMG\left_2017_03_16_22_54_52_028.jpg,C:\Users\avhadsa\Desktop\IMG\right_2017_03_16_22_54_52_028.jpg,0,1,0,5.111394
C:\Users\avhadsa\Desktop\IMG\center_2017_03_16_22_54_52_098.jpg,C:\Users\avhadsa\Desktop\IMG\left_2017_03_16_22_54_52_098.jpg,C:\Users\avhadsa\Desktop\IMG\right_2017_03_16_22_54_52_098.jpg,0,1,0,5.805792
C:\Users\avhadsa\Desktop\IMG\center_2017_03_16_22_54_52_173.jpg,C:\Users\avhadsa\Desktop\IMG\left_2017_03_16_22_54_52_173.jpg,C:\Users\avhadsa\Desktop\IMG\right_2017_03_16_22_54_52_173.jpg,0,1,0,6.725185
C:\Users\avhadsa\Desktop\IMG\center_2017_03_16_22_54_52_244.jpg,C:\Users\avhadsa\Desktop\IMG\left_2017_03_16_22_54_52_244.jpg,C:\Users\avhadsa\Desktop\IMG\right_2017_03_16_22_54_52_244.jpg,0,1,0,7.410207
