C:\Users\avhadsa\Desktop\IMG\center_2017_03_13_18_19_06_793.jpg,C:\Users\avhadsa\Desktop\IMG\left_2017_03_13_18_19_06_793.jpg,C:\Users\avhadsa\Desktop\IMG\right_2017_03_13_18_19_06_793.jpg,0,0,0,9.80E-07
C:\Users\avhadsa\Desktop\IMG\center_2017_03_13_18_19_06_862.jpg,C:\Users\avhadsa\Desktop\IMG\left_2017_03_13_18_19_06_862.jpg,C:\Users\avhadsa\Desktop\IMG\right_2017_03_13_18_19_06_862.jpg,0,0,0,2.37E-06
C:\Users\avhadsa\Desktop\IMG\center_2017_03_13_18_19_06_934.jpg,C:\Users\avhadsa\Desktop\IMG\left_2017_03_13_18_19_06_934.jpg,C:\Users\avhadsa\Desktop\IMG\right_2017_03_13_18_19_06_934.jpg,0,0,0,4.09E-06
C:\Users\avhadsa\Desktop\IMG\center_2017_03_13_18_19_07_005.jpg,C:\Users\avhadsa\Desktop\IMG\left_2017_03_13_18_19_07_005.jpg,C:\Users\avhadsa\Desktop\IMG\right_2017_03_13_18_19_07_005.jpg,0,0,0,8.46E-07
C:\Users\avhadsa\Desktop\IMG\center_2017_03_13_18_19_07_077.jpg,C:\Users\avhadsa\Desktop\IMG\left_2017_03_13_18_19_07_077.jpg,C:\Users\avhadsa\Desktop\IMG\right_2017_03_13_18_19_07_077.jpg,0,0,0,3.90E-06
C:\Users\avhadsa\Desktop\IMG\center_2017_03_13_18_19_07_150.jpg,C:\Users\avhadsa\Desktop\IMG\left_2017_03_13_18_19_07_150.jpg,C:\Users\avhadsa\Desktop\IMG\right_2017_03_13_18_19_07_150.jpg,0,0,0,4.09E-06
C:\Users\avhadsa\Desktop\IMG\center_2017_03_13_18_19_07_222.jpg,C:\Users\avhadsa\Desktop\IMG\left_2017_03_13_18_19_07_222.jpg,C:\Users\avhadsa\Desktop\IMG\right_2017_03_13_18_19_07_222.jpg,0,0,0,1.26E-06
C:\Users\avhadsa\Desktop\IMG\center_2017_03_13_18_19_07_293.jpg,C:\Users\avhadsa\Desktop\IMG\left_2017_03_13_18_19_07_293.jpg,C:\Users\avhadsa\Desktop\IMG\right_2017_03_13_18_19_07_293.jpg,0,0,0,7.98E-06
C:\Users\avhadsa\Desktop\IMG\center_2017_03_13_18_19_07_361.jpg,C:\Users\avhadsa\Desktop\IMG\left_2017_03_13_18_19_07_361.jpg,C:\Users\avhadsa\Desktop\IMG\right_2017_03_13_18_19_07_361.jpg,0,0,0,5.69E-06
C:\Users\avhadsa\Desktop\IMG\center_2017_03_13_18_19_07_428.jpg,C:\Users\avhadsa\Desktop\IMG\left_2017_03_13_18_19_07_428.jpg,C:\Users\avhadsa\Desktop\IMG\right_2017_03_13_18_19_07_428.jpg,0,0,0,3.77E-07
C:\Users\avhadsa\Desktop\IMG\center_2017_03_13_18_19_07_500.jpg,C:\Users\avhadsa\Desktop\IMG\left_2017_03_13_18_19_07_500.jpg,C:\Users\avhadsa\Desktop\IMG\right_2017_03_13_18_19_07_500.jpg,0,0,0,1.20E-05
C:\Users\avhadsa\Desktop\IMG\center_2017_03_13_18_19_07_567.jpg,C:\Users\avhadsa\Desktop\IMG\left_2017_03_13_18_19_07_567.jpg,C:\Users\avhadsa\Desktop\IMG\right_2017_03_13_18_19_07_567.jpg,0,0,0,7.96E-06
C:\Users\avhadsa\Desktop\IMG\center_2017_03_13_18_19_07_640.jpg,C:\Users\avhadsa\Desktop\IMG\left_2017_03_13_18_19_07_640.jpg,C:\Users\avhadsa\Desktop\IMG\right_2017_03_13_18_19_07_640.jpg,-0.01886792,0,0,1.64E-06
C:\Users\avhadsa\Desktop\IMG\center_2017_03_13_18_19_07_711.jpg,C:\Users\avhadsa\Desktop\IMG\left_2017_03_13_18_19_07_711.jpg,C:\Users\avhadsa\Desktop\IMG\right_2017_03_13_18_19_07_711.jpg,-0.01886792,0,0,2.01E-06
C:\Users\avhadsa\Desktop\IMG\center_2017_03_13_18_19_07_783.jpg,C:\Users\avhadsa\Desktop\IMG\left_2017_03_13_18_19_07_783.jpg,C:\Users\avhadsa\Desktop\IMG\right_2017_03_13_18_19_07_783.jpg,-0.01886792,0,0,7.60E-06
C:\Users\avhadsa\Desktop\IMG\center_2017_03_13_18_19_07_855.jpg,C:\Users\avhadsa\Desktop\IMG\left_2017_03_13_18_19_07_855.jpg,C:\Users\avhadsa\Desktop\IMG\right_2017_03_13_18_19_07_855.jpg,-0.01886792,0,0,1.20E-06
C:\Users\avhadsa\Desktop\IMG\center_2017_03_13_18_19_07_926.jpg,C:\Users\avhadsa\Desktop\IMG\left_2017_03_13_18_19_07_926.jpg,C:\Users\avhadsa\Desktop\IMG\right_2017_03_13_18_19_07_926.jpg,-0.01886792,0,0,5.39E-06
C:\Users\avhadsa\Desktop\IMG\center_2017_03_13_18_19_07_999.jpg,C:\Users\avhadsa\Desktop\IMG\left_2017_03_13_18_19_07_999.jpg,C:\Users\avhadsa\Desktop\IMG\right_2017_03_13_18_19_07_999.jpg,-0.01886792,0,0,4.44E-06
C:\Users\avhadsa\Desktop\IMG\center_2017_03_13_18_19_08_072.jpg,C:\Users\avhadsa\Desktop\IMG\left_2017_03_13_18_19_08_072.jpg,C:\Users\avhadsa\Desktop\IMG\right_2017_03_13_18_19_08_072.jpg,-0.03773585,0,0,1.05E-05
